Date;Year;Competition;CompetitionSet;Comp.SetDetail;Sport;Discipline;Gender;Class;Phase;Rank;Medal;Team Members;Person/Team;Person;Person First Name;Person Last Name;PersonGender;Team;Nationality;DoB;YoB;Age (days);Age;Country;Country Code;Continent;Result;Sec/Mtr/Pts;Host City;Host Country;Host Continent;# Participants;# Countries;# Continents;World Ranking;Rank Within Country;Is Olympic Discipline
07.02.2025;2025;Lake Placid, NY;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;30;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;19-194;19;Switzerland;SUI;Europe;131,10;131;Lake Placid, NY;United States;North & Central America;43;14;3;;1;Yes
02.02.2025;2025;Willingen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;11;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-341;33;Switzerland;SUI;Europe;269,60;270;Willingen;Germany;Europe;56;16;3;;1;Yes
02.02.2025;2025;Willingen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;37;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-311;29;Switzerland;SUI;Europe;106,20;106;Willingen;Germany;Europe;56;16;3;;2;Yes
02.02.2025;2025;Willingen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;44;;No;Remo Imhof (SUI, 19 Nov 2003);Remo Imhof;Remo;Imhof;Men;Switzerland;SUI;19.11.2003;;21-075;21;Switzerland;SUI;Europe;99,30;99;Willingen;Germany;Europe;56;16;3;;3;Yes
02.02.2025;2025;Willingen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Yanick Wasser (SUI, 27 May 2004);Yanick Wasser;Yanick;Wasser;Men;Switzerland;SUI;27.05.2004;;20-251;20;Switzerland;SUI;Europe;;;Willingen;Germany;Europe;56;16;3;;0;Yes
01.02.2025;2025;Willingen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;20;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-340;33;Switzerland;SUI;Europe;236,80;237;Willingen;Germany;Europe;60;16;3;;1;Yes
01.02.2025;2025;Willingen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;36;;No;Yanick Wasser (SUI, 27 May 2004);Yanick Wasser;Yanick;Wasser;Men;Switzerland;SUI;27.05.2004;;20-250;20;Switzerland;SUI;Europe;103,30;103;Willingen;Germany;Europe;60;16;3;;2;Yes
01.02.2025;2025;Willingen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;45;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-310;29;Switzerland;SUI;Europe;91,20;91;Willingen;Germany;Europe;60;16;3;;3;Yes
01.02.2025;2025;Willingen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Remo Imhof (SUI, 19 Nov 2003);Remo Imhof;Remo;Imhof;Men;Switzerland;SUI;19.11.2003;;21-074;21;Switzerland;SUI;Europe;;;Willingen;Germany;Europe;60;16;3;;0;Yes
26.01.2025;2025;Oberstdorf;(World) Cup/(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Individual - Ski Flying;Men;Seniors;;9;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-334;33;Switzerland;SUI;Europe;418,10;418;Oberstdorf;Germany;Europe;59;16;3;;1;Yes
26.01.2025;2025;Oberstdorf;(World) Cup/(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Individual - Ski Flying;Men;Seniors;;DNQ;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-304;29;Switzerland;SUI;Europe;;;Oberstdorf;Germany;Europe;59;16;3;;0;Yes
26.01.2025;2025;Oberstdorf;(World) Cup/(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Individual - Ski Flying;Men;Seniors;;DNQ;;No;Yanick Wasser (SUI, 27 May 2004);Yanick Wasser;Yanick;Wasser;Men;Switzerland;SUI;27.05.2004;;20-244;20;Switzerland;SUI;Europe;;;Oberstdorf;Germany;Europe;59;16;3;;0;Yes
26.01.2025;2025;Oberstdorf;(World) Cup/(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Individual - Ski Flying;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-281;18;Switzerland;SUI;Europe;;;Oberstdorf;Germany;Europe;59;16;3;;0;Yes
25.01.2025;2025;Oberstdorf;(World) Cup/(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Individual - Ski Flying;Men;Seniors;;11;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-333;33;Switzerland;SUI;Europe;410,10;410;Oberstdorf;Germany;Europe;58;16;3;;1;Yes
25.01.2025;2025;Oberstdorf;(World) Cup/(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Individual - Ski Flying;Men;Seniors;;DNQ;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-303;29;Switzerland;SUI;Europe;;;Oberstdorf;Germany;Europe;58;16;3;;0;Yes
25.01.2025;2025;Oberstdorf;(World) Cup/(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Individual - Ski Flying;Men;Seniors;;DNQ;;No;Yanick Wasser (SUI, 27 May 2004);Yanick Wasser;Yanick;Wasser;Men;Switzerland;SUI;27.05.2004;;20-243;20;Switzerland;SUI;Europe;;;Oberstdorf;Germany;Europe;58;16;3;;0;Yes
25.01.2025;2025;Oberstdorf;(World) Cup/(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Individual - Ski Flying;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-280;18;Switzerland;SUI;Europe;;;Oberstdorf;Germany;Europe;58;16;3;;0;Yes
19.01.2025;2025;Zakopane;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;9;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-327;33;Switzerland;SUI;Europe;293,10;293;Zakopane;Poland;Europe;56;16;3;;1;Yes
19.01.2025;2025;Zakopane;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;22;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-297;29;Switzerland;SUI;Europe;275,10;275;Zakopane;Poland;Europe;56;16;3;;2;Yes
19.01.2025;2025;Zakopane;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;39;;No;Yanick Wasser (SUI, 27 May 2004);Yanick Wasser;Yanick;Wasser;Men;Switzerland;SUI;27.05.2004;;20-237;20;Switzerland;SUI;Europe;121,30;121;Zakopane;Poland;Europe;56;16;3;;3;Yes
19.01.2025;2025;Zakopane;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;44;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-274;18;Switzerland;SUI;Europe;110,80;111;Zakopane;Poland;Europe;56;16;3;;4;Yes
06.01.2025;2025;Bischofshofen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;11;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-314;33;Switzerland;SUI;Europe;288,60;289;Bischofshofen;Austria;Europe;62;18;3;;1;Yes
06.01.2025;2025;Bischofshofen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;25;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-284;29;Switzerland;SUI;Europe;267,00;267;Bischofshofen;Austria;Europe;62;18;3;;2;Yes
06.01.2025;2025;Bischofshofen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-261;18;Switzerland;SUI;Europe;;;Bischofshofen;Austria;Europe;62;18;3;;0;Yes
04.01.2025;2025;Innsbruck;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;4;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-312;33;Switzerland;SUI;Europe;254,40;254;Innsbruck;Austria;Europe;61;18;3;;1;Yes
04.01.2025;2025;Innsbruck;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;40;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-282;29;Switzerland;SUI;Europe;101,90;102;Innsbruck;Austria;Europe;61;18;3;;2;Yes
04.01.2025;2025;Innsbruck;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DSQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-259;18;Switzerland;SUI;Europe;;;Innsbruck;Austria;Europe;61;18;3;;0;Yes
01.01.2025;2025;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;2;S;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-309;33;Switzerland;SUI;Europe;290,30;290;Garmisch-Partenkirchen;Germany;Europe;64;19;3;;1;Yes
01.01.2025;2025;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;30;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-279;29;Switzerland;SUI;Europe;223,20;223;Garmisch-Partenkirchen;Germany;Europe;64;19;3;;2;Yes
01.01.2025;2025;Garmisch-Partenkirchen;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;31;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-256;18;Switzerland;SUI;Europe;119,90;120;Garmisch-Partenkirchen;Germany;Europe;64;19;3;;3;Yes
29.12.2024;2024;Oberstdorf;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;6;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-306;33;Switzerland;SUI;Europe;318,60;319;Oberstdorf;Germany;Europe;62;19;3;;1;Yes
29.12.2024;2024;Oberstdorf;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;12;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-276;29;Switzerland;SUI;Europe;292,90;293;Oberstdorf;Germany;Europe;62;19;3;;2;Yes
29.12.2024;2024;Oberstdorf;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;43;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-253;18;Switzerland;SUI;Europe;120,60;121;Oberstdorf;Germany;Europe;62;19;3;;3;Yes
29.12.2024;2024;Oberstdorf;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-187;43;Switzerland;SUI;Europe;;;Oberstdorf;Germany;Europe;62;19;3;;0;Yes
22.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;5;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-299;33;Switzerland;SUI;Europe;264,40;264;Engelberg;Switzerland;Europe;69;19;3;;1;Yes
22.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;13;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-269;29;Switzerland;SUI;Europe;240,90;241;Engelberg;Switzerland;Europe;69;19;3;;2;Yes
22.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;36;;No;Yanick Wasser (SUI, 27 May 2004);Yanick Wasser;Yanick;Wasser;Men;Switzerland;SUI;27.05.2004;;20-209;20;Switzerland;SUI;Europe;100,20;100;Engelberg;Switzerland;Europe;69;19;3;;3;Yes
22.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-180;43;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
22.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;24-115;24;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
22.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Lean Niederberger (SUI, 08 Jan 2003);Lean Niederberger;Lean;Niederberger;Men;Switzerland;SUI;08.01.2003;;21-349;21;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
22.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Juri Kesseli (SUI, 12 Sep 2005);Juri Kesseli;Juri;Kesseli;Men;Switzerland;SUI;12.09.2005;;19-101;19;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
22.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-246;18;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;3;B;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-298;33;Switzerland;SUI;Europe;298,70;299;Engelberg;Switzerland;Europe;69;19;3;;1;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;22;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-268;29;Switzerland;SUI;Europe;261,50;262;Engelberg;Switzerland;Europe;69;19;3;;2;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Juri Kesseli (SUI, 12 Sep 2005);Juri Kesseli;Juri;Kesseli;Men;Switzerland;SUI;12.09.2005;;19-100;19;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Lean Niederberger (SUI, 08 Jan 2003);Lean Niederberger;Lean;Niederberger;Men;Switzerland;SUI;08.01.2003;;21-348;21;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Yanick Wasser (SUI, 27 May 2004);Yanick Wasser;Yanick;Wasser;Men;Switzerland;SUI;27.05.2004;;20-208;20;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Sandro Hauswirth (SUI, 29 Aug 2000);Sandro Hauswirth;Sandro;Hauswirth;Men;Switzerland;SUI;29.08.2000;;24-114;24;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-245;18;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-179;43;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;69;19;3;;0;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;36;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;19-146;19;Switzerland;SUI;Europe;87,40;87;Engelberg;Switzerland;Europe;54;15;3;;1;Yes
21.12.2024;2024;Engelberg;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Women;Seniors;;DNQ;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;22-078;22;Switzerland;SUI;Europe;;;Engelberg;Switzerland;Europe;54;15;3;;0;Yes
15.12.2024;2024;Titisee-Neustadt;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;10;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-292;33;Switzerland;SUI;Europe;272,90;273;Titisee-Neustadt;Germany;Europe;58;16;3;;1;Yes
15.12.2024;2024;Titisee-Neustadt;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;32;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-262;29;Switzerland;SUI;Europe;114,20;114;Titisee-Neustadt;Germany;Europe;58;16;3;;2;Yes
15.12.2024;2024;Titisee-Neustadt;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;43;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-173;43;Switzerland;SUI;Europe;104,20;104;Titisee-Neustadt;Germany;Europe;58;16;3;;3;Yes
15.12.2024;2024;Titisee-Neustadt;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;46;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-239;18;Switzerland;SUI;Europe;95,40;95;Titisee-Neustadt;Germany;Europe;58;16;3;;4;Yes
15.12.2024;2024;Zhangjiakou;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Women;Seniors;;DNQ;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;22-072;22;Switzerland;SUI;Europe;;;Zhangjiakou;China;Asia;55;16;3;;0;Yes
15.12.2024;2024;Zhangjiakou;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Women;Seniors;;DNQ;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;19-140;19;Switzerland;SUI;Europe;;;Zhangjiakou;China;Asia;55;16;3;;0;Yes
14.12.2024;2024;Titisee-Neustadt;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;2;S;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-291;33;Switzerland;SUI;Europe;287,70;288;Titisee-Neustadt;Germany;Europe;58;16;3;;1;Yes
14.12.2024;2024;Titisee-Neustadt;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;16;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-261;29;Switzerland;SUI;Europe;262,50;263;Titisee-Neustadt;Germany;Europe;58;16;3;;2;Yes
14.12.2024;2024;Titisee-Neustadt;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;43;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-172;43;Switzerland;SUI;Europe;100,00;100;Titisee-Neustadt;Germany;Europe;58;16;3;;3;Yes
14.12.2024;2024;Titisee-Neustadt;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;49;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-238;18;Switzerland;SUI;Europe;83,20;83;Titisee-Neustadt;Germany;Europe;58;16;3;;4;Yes
14.12.2024;2024;Zhangjiakou;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Women;Seniors;;37;;No;Sina Arnet (SUI, 28 Jul 2005);Sina Arnet;Sina;Arnet;Women;Switzerland;SUI;28.07.2005;;19-139;19;Switzerland;SUI;Europe;50,50;51;Zhangjiakou;China;Asia;56;16;3;;1;Yes
14.12.2024;2024;Zhangjiakou;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Normal Hill;Women;Seniors;;DNQ;;No;Rea Kindlimann (SUI, 04 Oct 2002);Rea Kindlimann;Rea;Kindlimann;Women;Switzerland;SUI;04.10.2002;;22-071;22;Switzerland;SUI;Europe;;;Zhangjiakou;China;Asia;56;16;3;;0;Yes
08.12.2024;2024;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;8;;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-285;33;Switzerland;SUI;Europe;273,90;274;Wisla;Poland;Europe;66;19;3;;1;Yes
08.12.2024;2024;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;20;;No;Killian Peier (SUI, 28 Mar 1995);Killian Peier;Killian;Peier;Men;Switzerland;SUI;28.03.1995;;29-255;29;Switzerland;SUI;Europe;258,70;259;Wisla;Poland;Europe;66;19;3;;2;Yes
08.12.2024;2024;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;41;;No;Simon Ammann (SUI, 25 Jun 1981);Simon Ammann;Simon;Ammann;Men;Switzerland;SUI;25.06.1981;;43-166;43;Switzerland;SUI;Europe;115,00;115;Wisla;Poland;Europe;66;19;3;;3;Yes
08.12.2024;2024;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;DNQ;;No;Felix Trunz (SUI, 20 Apr 2006);Felix Trunz;Felix;Trunz;Men;Switzerland;SUI;20.04.2006;;18-232;18;Switzerland;SUI;Europe;;;Wisla;Poland;Europe;66;19;3;;0;Yes
07.12.2024;2024;Wisla;(World) Cup/(World) Cup;Viesmann FIS Ski Jumping World Cup;Ski Jumping;Large Hill;Men;Seniors;;2;S;No;Gregor Deschwanden (SUI, 27 Feb 1991);Gregor Deschwanden;Gregor;Deschwanden;Men;Switzerland;SUI;27.02.1991;;33-284;33;Switzerland;SUI;Europe;275,40;275;Wisla;Poland;Europe;65;19;3;;1;Yes
